Fecha,temperatura (°F),punto_de_rocio (°F),humedad,Columna1,Velocidad del viento (mph),rafaga_viento (mph),presion
20-9-2023:19:00,86,82,89,NNE,8,0,29.73 °in
20-9-2023:20:00,77,72,83,NNE,6,0,29.76 °in
20-9-2023:21:00,79,77,94,ENE,5,0,29.76 °in
20-9-2023:22:00,79,77,94,E,5,0,29.79 °in
20-9-2023:23:00,81,79,94,CALM,0,0,29.79 °in
21-9-2023:00:00,79,77,94,CALM,0,0,29.76 °in
21-9-2023:01:00,81,79,94,CALM,0,0,29.76 °in
21-9-2023:02:00,81,79,94,CALM,0,0,29.73 °in
21-9-2023:03:00,81,79,94,WSW,3,0,29.73 °in
21-9-2023:04:00,81,79,94,CALM,0,0,29.73 °in
21-9-2023:05:00,81,79,94,,0,0,29.73 °in
21-9-2023:06:00,81,79,94,E,5,0,29.73 °in
21-9-2023:07:00,82,81,94,S,5,0,29.76 °in
21-9-2023:08:00,86,81,84,S,7,0,29.79 °in
21-9-2023:09:00,88,81,79,S,6,0,29.79 °in
21-9-2023:10:00,91,81,71,S,7,0,29.82 °in
21-9-2023:11:00,93,79,63,S,5,0,29.79 °in
21-9-2023:12:00,93,81,67,WSW,8,0,29.76 °in
21-9-2023:13:00,93,81,67,W,9,0,29.76 °in
21-9-2023:14:00,93,81,67,W,8,0,29.73 °in
21-9-2023:15:00,91,81,71,NW,13,0,29.70 °in
21-9-2023:16:00,90,81,75,NNW,10,0,29.70 °in
21-9-2023:17:00,90,81,75,NNW,13,0,29.70 °in
21-9-2023:18:00,86,81,84,N,7,0,29.70 °in
21-9-2023:19:00,84,81,89,N,8,0,29.70 °in
21-9-2023:20:00,84,81,89,NNE,10,0,29.73 °in
21-9-2023:21:00,84,81,89,NNE,9,0,29.73 °in
21-9-2023:22:00,84,81,89,NNE,10,0,29.76 °in
21-9-2023:23:00,84,81,89,NNE,8,0,29.76 °in
22-9-2023:00:00,82,79,89,N,7,0,29.73 °in
22-9-2023:02:00,84,79,84,NNE,7,0,29.70 °in
22-9-2023:03:00,84,79,84,NNE,5,0,29.70 °in
22-9-2023:04:00,82,81,94,NNE,3,0,29.70 °in
22-9-2023:05:00,82,81,94,VAR,2,0,29.70 °in
22-9-2023:06:00,82,81,94,VAR,2,0,29.73 °in
22-9-2023:07:00,84,81,89,VAR,2,0,29.73 °in
22-9-2023:08:00,86,81,84,ENE,3,0,29.73 °in
22-9-2023:09:00,90,81,75,ENE,3,0,29.73 °in
22-9-2023:10:00,93,81,67,N,6,0,29.73 °in
22-9-2023:11:00,95,79,59,VAR,2,0,29.73 °in
22-9-2023:12:00,93,79,63,W,7,0,29.73 °in
22-9-2023:13:00,95,81,63,NNW,17,0,29.70 °in
22-9-2023:14:00,93,81,67,NNW,15,0,29.67 °in
22-9-2023:15:00,93,81,67,N,18,0,29.64 °in
22-9-2023:16:00,91,81,71,N,18,0,29.64 °in
22-9-2023:17:00,90,81,75,N,14,0,29.64 °in
22-9-2023:18:00,86,81,84,N,13,0,29.67 °in
22-9-2023:19:00,86,81,84,N,8,0,29.67 °in
22-9-2023:20:00,84,81,89,N,8,0,29.70 °in
22-9-2023:21:00,84,82,94,N,8,0,29.73 °in
22-9-2023:22:00,86,82,89,N,8,0,29.73 °in
22-9-2023:23:00,84,81,89,NE,5,0,29.73 °in
23-9-2023:00:00,84,82,94,N,8,0,29.73 °in
23-9-2023:01:00,84,81,89,NNE,8,0,29.73 °in
23-9-2023:02:00,82,81,94,VAR,2,0,29.70 °in
23-9-2023:03:00,82,81,94,NNE,7,0,29.67 °in
23-9-2023:04:00,82,81,94,NNE,9,0,29.67 °in
23-9-2023:05:00,82,81,94,ENE,5,0,29.67 °in
23-9-2023:06:00,82,81,94,ENE,5,0,29.70 °in
23-9-2023:07:00,84,81,89,NE,5,0,29.73 °in
23-9-2023:08:00,90,82,79,VAR,2,0,29.76 °in
23-9-2023:09:00,88,82,84,VAR,3,0,29.76 °in
23-9-2023:10:00,90,82,79,VAR,2,0,29.76 °in
23-9-2023:11:00,90,81,75,SSW,10,0,29.76 °in
23-9-2023:12:00,90,81,75,SSW,12,0,29.73 °in
23-9-2023:13:00,90,77,66,S,13,0,29.70 °in
23-9-2023:14:00,88,79,75,SSW,9,0,29.67 °in
23-9-2023:15:00,90,81,75,SSW,9,0,29.67 °in
23-9-2023:16:00,88,81,79,WSW,7,0,29.67 °in
23-9-2023:17:00,88,81,79,SW,10,0,29.67 °in
23-9-2023:18:00,86,77,74,WSW,14,0,29.70 °in
23-9-2023:19:00,86,77,74,WSW,8,0,29.70 °in
23-9-2023:20:00,86,77,74,SW,6,0,29.73 °in
23-9-2023:21:00,86,77,74,WSW,7,0,29.76 °in
23-9-2023:22:00,86,77,74,SW,6,0,29.76 °in
23-9-2023:23:00,84,77,79,W,3,0,29.76 °in
24-9-2023:00:00,84,77,79,WSW,5,0,29.76 °in
24-9-2023:01:00,84,77,79,VAR,2,0,29.73 °in
24-9-2023:02:00,82,79,89,VAR,2,0,29.73 °in
24-9-2023:03:00,82,79,89,VAR,2,0,29.73 °in
24-9-2023:04:00,84,79,84,VAR,2,0,29.73 °in
24-9-2023:05:00,82,79,89,VAR,2,0,29.73 °in
24-9-2023:06:00,84,81,89,S,3,0,29.73 °in
24-9-2023:07:00,84,81,89,S,7,0,29.76 °in
24-9-2023:08:00,86,79,79,S,10,0,29.79 °in
24-9-2023:09:00,88,79,75,S,7,0,29.79 °in
24-9-2023:10:00,91,79,66,ESE,5,0,29.79 °in
24-9-2023:11:00,93,79,63,VAR,2,0,29.79 °in
24-9-2023:12:00,88,81,79,WSW,10,0,29.76 °in
24-9-2023:13:00,88,81,79,W,12,0,29.73 °in
24-9-2023:14:00,84,82,94,W,6,0,29.70 °in
24-9-2023:15:00,84,82,94,WSW,7,0,29.70 °in
24-9-2023:16:00,79,77,94,ESE,5,0,29.70 °in
24-9-2023:17:00,79,77,94,VAR,2,0,29.70 °in
24-9-2023:18:00,79,77,94,VAR,2,0,29.70 °in
24-9-2023:19:00,79,77,94,VAR,2,0,29.73 °in
24-9-2023:20:00,79,77,94,CALM,0,0,29.76 °in
24-9-2023:21:00,79,77,94,VAR,1,0,29.79 °in
24-9-2023:22:00,81,79,94,VAR,2,0,29.79 °in
24-9-2023:23:00,81,79,94,VAR,2,0,29.79 °in
25-9-2023:00:00,81,79,94,VAR,2,0,29.79 °in
25-9-2023:01:00,81,79,94,SSE,3,0,29.79 °in
25-9-2023:02:00,82,75,79,SSW,7,0,29.76 °in
25-9-2023:03:00,77,75,94,SW,10,0,29.76 °in
25-9-2023:04:00,77,77,100,N,5,0,29.76 °in
25-9-2023:05:00,77,77,100,ENE,5,0,29.76 °in
25-9-2023:06:00,77,77,100,ENE,3,0,29.76 °in
25-9-2023:07:00,79,77,94,SSE,3,0,29.76 °in
25-9-2023:08:00,81,77,89,S,10,0,29.79 °in
25-9-2023:09:00,84,77,79,S,5,0,29.79 °in
25-9-2023:10:00,90,81,75,VAR,2,0,29.82 °in
25-9-2023:11:00,90,81,75,S,8,0,29.79 °in
25-9-2023:12:00,91,81,71,WSW,7,0,29.79 °in
25-9-2023:13:00,90,81,75,W,12,0,29.76 °in
25-9-2023:14:00,90,79,70,WSW,9,0,29.76 °in
25-9-2023:15:00,90,79,70,WSW,9,0,29.73 °in
25-9-2023:16:00,88,79,75,WSW,8,0,29.73 °in
25-9-2023:17:00,88,79,75,W,7,18,29.76 °in
25-9-2023:18:00,86,79,79,NW,8,0,29.76 °in
25-9-2023:19:00,86,79,79,NNW,7,0,29.79 °in
25-9-2023:20:00,86,79,79,NNW,8,0,29.79 °in
25-9-2023:21:00,86,79,79,NW,8,0,29.85 °in
25-9-2023:22:00,86,81,84,NW,7,0,29.82 °in
25-9-2023:23:00,86,81,84,NW,8,0,29.85 °in
26-9-2023:00:00,84,81,89,VAR,2,0,29.82 °in
26-9-2023:01:00,84,81,89,N,6,0,29.79 °in
26-9-2023:02:00,82,81,94,N,6,0,29.76 °in
26-9-2023:03:00,82,81,94,N,5,0,29.76 °in
26-9-2023:04:00,84,81,89,N,5,0,29.76 °in
26-9-2023:05:00,84,81,89,VAR,2,0,29.82 °in
26-9-2023:06:00,84,81,89,VAR,2,0,29.82 °in
26-9-2023:07:00,86,81,84,SW,5,0,29.82 °in
26-9-2023:08:00,88,81,79,SW,9,0,29.85 °in
26-9-2023:09:00,82,77,84,S,23,0,29.91 °in
26-9-2023:10:00,86,75,70,S,13,0,29.91 °in
26-9-2023:11:00,88,75,66,S,10,0,29.88 °in
26-9-2023:12:00,91,75,59,W,10,0,29.82 °in
26-9-2023:13:00,90,77,66,W,7,0,29.79 °in
26-9-2023:14:00,90,77,66,W,7,0,29.76 °in
26-9-2023:15:00,90,77,66,W,7,18,29.73 °in
26-9-2023:16:00,90,73,59,W,6,0,29.73 °in
26-9-2023:17:00,88,77,70,W,7,0,29.76 °in
26-9-2023:18:00,86,77,74,WSW,6,0,29.76 °in
26-9-2023:19:00,86,75,70,WSW,5,0,29.79 °in
26-9-2023:20:00,86,75,70,W,5,0,29.82 °in
26-9-2023:21:00,86,75,70,W,5,0,29.85 °in
26-9-2023:22:00,86,75,70,NNW,5,0,29.85 °in
26-9-2023:23:00,86,75,70,WNW,5,0,29.82 °in
27-9-2023:00:00,84,75,74,VAR,2,0,29.82 °in
27-9-2023:01:00,82,77,84,WSW,3,0,29.82 °in
27-9-2023:02:00,81,77,89,CALM,0,0,29.79 °in
27-9-2023:03:00,82,77,84,VAR,2,0,29.79 °in
27-9-2023:04:00,82,79,89,VAR,1,0,29.79 °in
27-9-2023:05:00,82,79,89,VAR,1,0,29.76 °in
27-9-2023:06:00,84,79,84,NNW,5,0,29.79 °in
27-9-2023:07:00,84,79,84,VAR,2,0,29.82 °in
27-9-2023:08:00,86,79,79,WSW,5,0,29.82 °in
27-9-2023:09:00,88,79,75,W,7,0,29.85 °in
27-9-2023:10:00,90,79,70,SW,7,0,29.82 °in
27-9-2023:11:00,91,79,66,WSW,9,0,29.82 °in
27-9-2023:12:00,91,79,66,W,12,0,29.79 °in
27-9-2023:13:00,91,79,66,W,10,0,29.73 °in
27-9-2023:14:00,91,79,66,WNW,14,0,29.73 °in
27-9-2023:15:00,90,79,70,NW,14,0,29.70 °in
27-9-2023:16:00,90,79,70,WNW,10,0,29.70 °in
27-9-2023:17:00,88,79,75,WNW,8,0,29.70 °in
27-9-2023:18:00,88,79,75,NW,7,0,29.70 °in
27-9-2023:19:00,86,81,84,WNW,6,0,29.70 °in
27-9-2023:20:00,88,81,79,NW,6,0,29.73 °in
27-9-2023:21:00,84,81,89,N,5,0,29.76 °in
27-9-2023:22:00,86,81,84,N,6,0,29.79 °in
27-9-2023:23:00,84,79,84,N,5,0,29.79 °in
28-9-2023:00:00,84,81,89,NNE,5,0,29.79 °in
28-9-2023:01:00,84,79,84,N,5,0,29.76 °in
28-9-2023:02:00,84,79,84,N,6,0,29.73 °in
28-9-2023:03:00,84,79,84,N,7,0,29.70 °in
28-9-2023:04:00,84,79,84,N,6,0,29.73 °in
28-9-2023:05:00,84,77,79,N,7,0,29.73 °in
28-9-2023:06:00,82,77,84,N,6,0,29.73 °in
28-9-2023:07:00,84,79,84,N,9,0,29.76 °in
28-9-2023:08:00,88,81,79,NNE,5,0,29.79 °in
28-9-2023:09:00,91,81,71,N,3,0,29.79 °in
28-9-2023:10:00,91,81,71,N,14,0,29.79 °in
28-9-2023:11:00,90,79,70,NNW,15,0,29.79 °in
28-9-2023:12:00,91,81,71,NW,14,0,29.76 °in
28-9-2023:13:00,91,84,79,NW,12,0,29.73 °in
28-9-2023:14:00,91,84,79,NW,13,0,29.70 °in
28-9-2023:15:00,91,86,84,NNW,14,0,29.67 °in
28-9-2023:16:00,91,84,79,NNW,13,0,29.64 °in
28-9-2023:17:00,90,79,70,N,15,0,29.64 °in
28-9-2023:18:00,86,79,79,N,9,0,29.67 °in
28-9-2023:19:00,84,79,84,N,6,0,29.67 °in
28-9-2023:20:00,84,77,79,NNE,7,0,29.70 °in
28-9-2023:21:00,84,77,79,ENE,6,17,29.76 °in
28-9-2023:22:00,82,77,84,VAR,2,0,29.76 °in
28-9-2023:23:00,82,77,84,N,6,0,29.76 °in
29-9-2023:00:00,82,77,84,CALM,0,0,29.76 °in
29-9-2023:01:00,81,77,89,CALM,0,0,29.73 °in
29-9-2023:02:00,82,77,84,VAR,2,0,29.73 °in
29-9-2023:03:00,81,79,94,VAR,2,0,29.70 °in
29-9-2023:04:00,81,77,89,VAR,1,0,29.70 °in
29-9-2023:05:00,79,77,94,VAR,2,0,29.70 °in
29-9-2023:06:00,81,77,89,S,5,0,29.73 °in
29-9-2023:07:00,82,77,84,SSE,5,0,29.76 °in
29-9-2023:08:00,86,79,79,E,5,0,29.76 °in
29-9-2023:09:00,90,79,70,VAR,6,0,29.79 °in
29-9-2023:10:00,91,77,63,VAR,3,0,29.79 °in
29-9-2023:11:00,93,84,75,N,9,0,29.76 °in
29-9-2023:12:00,90,79,70,W,6,0,29.76 °in
29-9-2023:13:00,91,84,79,W,9,0,29.73 °in
29-9-2023:14:00,91,86,84,W,10,0,29.70 °in
29-9-2023:15:00,90,86,89,WNW,9,24,29.70 °in
29-9-2023:16:00,90,81,75,NNW,10,0,29.67 °in
29-9-2023:17:00,90,79,70,N,9,0,29.70 °in
29-9-2023:18:00,88,77,70,NNW,5,0,29.70 °in
29-9-2023:19:00,88,79,75,NW,8,0,29.70 °in
29-9-2023:20:00,86,79,79,N,8,0,29.73 °in
29-9-2023:21:00,84,81,89,NNE,5,0,29.76 °in
29-9-2023:22:00,84,81,89,NNE,6,0,29.76 °in
29-9-2023:23:00,84,81,89,N,5,0,29.76 °in
30-9-2023:00:00,82,81,94,NE,6,0,29.76 °in
30-9-2023:01:00,82,81,94,ENE,5,0,29.76 °in
30-9-2023:02:00,82,79,89,N,3,0,29.73 °in
30-9-2023:03:00,82,81,94,N,3,0,29.73 °in
30-9-2023:04:00,84,81,89,N,6,0,29.73 °in
30-9-2023:05:00,82,81,94,N,5,0,29.73 °in
30-9-2023:06:00,82,81,94,N,5,0,29.73 °in
30-9-2023:07:00,82,81,94,NNE,5,0,29.76 °in
30-9-2023:08:00,86,81,84,NE,5,16,29.76 °in
30-9-2023:09:00,91,82,75,ENE,3,0,29.79 °in
30-9-2023:10:00,93,79,63,ENE,5,0,29.79 °in
30-9-2023:11:00,95,79,59,VAR,2,0,29.79 °in
30-9-2023:12:00,91,81,71,WNW,10,0,29.76 °in
30-9-2023:13:00,93,81,67,NNW,9,0,29.73 °in
30-9-2023:14:00,93,81,67,N,10,0,29.70 °in
30-9-2023:15:00,93,81,67,N,15,0,29.70 °in
30-9-2023:16:00,91,81,71,N,10,0,29.70 °in
30-9-2023:17:00,86,77,74,NE,6,0,29.67 °in
30-9-2023:18:00,86,81,84,NNE,6,0,29.67 °in
30-9-2023:19:00,86,82,89,NE,7,0,29.73 °in
30-9-2023:20:00,86,81,84,NE,3,0,29.76 °in
30-9-2023:21:00,86,81,84,NNE,5,0,29.76 °in
30-9-2023:22:00,84,81,89,NNE,5,0,29.79 °in
30-9-2023:23:00,84,81,89,ENE,3,16,29.79 °in
1-10-2023:00:00,84,81,89,NNE,5,0,29.76 °in
1-10-2023:01:00,84,81,89,NNE,3,0,29.73 °in
1-10-2023:02:00,84,81,89,NNE,3,0,29.73 °in
1-10-2023:03:00,84,81,89,VAR,2,0,29.73 °in
1-10-2023:04:00,82,81,94,E,3,0,29.73 °in
1-10-2023:05:00,82,81,94,VAR,2,0,29.73 °in
1-10-2023:06:00,82,81,94,VAR,2,0,29.73 °in
1-10-2023:07:00,84,81,89,E,3,0,29.76 °in
1-10-2023:08:00,86,81,84,VAR,1,0,29.79 °in
1-10-2023:09:00,88,81,79,VAR,1,0,29.79 °in
1-10-2023:10:00,93,81,67,ENE,5,0,29.82 °in
1-10-2023:11:00,93,82,71,NNE,5,0,29.79 °in
1-10-2023:12:00,90,81,75,NW,6,0,29.76 °in
1-10-2023:13:00,90,81,75,WNW,8,0,29.76 °in
1-10-2023:14:00,91,81,71,W,7,0,29.73 °in
1-10-2023:15:00,90,81,75,W,7,0,29.70 °in
1-10-2023:16:00,88,77,70,WNW,6,0,29.70 °in
1-10-2023:17:00,88,81,79,NNW,6,0,29.67 °in
1-10-2023:18:00,86,81,84,NNW,6,0,29.70 °in
1-10-2023:19:00,86,81,84,WNW,6,0,29.70 °in
1-10-2023:20:00,86,81,84,VAR,2,0,29.73 °in
1-10-2023:21:00,84,82,94,VAR,2,0,29.76 °in
1-10-2023:22:00,82,81,94,VAR,2,0,29.79 °in
1-10-2023:23:00,84,81,89,VAR,2,0,29.76 °in
2-10-2023:00:00,84,81,89,VAR,2,0,29.76 °in
2-10-2023:01:00,82,79,89,VAR,2,0,29.76 °in
2-10-2023:02:00,82,79,89,VAR,2,0,29.73 °in
2-10-2023:03:00,81,79,94,VAR,2,0,29.73 °in
2-10-2023:04:00,81,79,94,VAR,2,0,29.70 °in
2-10-2023:05:00,81,79,94,VAR,2,0,29.70 °in
2-10-2023:06:00,81,79,94,VAR,2,0,29.70 °in
2-10-2023:07:00,84,81,89,VAR,2,0,29.73 °in
2-10-2023:08:00,88,81,79,NE,3,0,29.76 °in
2-10-2023:09:00,90,81,75,ENE,8,0,29.79 °in
2-10-2023:10:00,93,81,67,VAR,6,0,29.76 °in
2-10-2023:11:00,90,81,75,N,6,0,29.76 °in
2-10-2023:12:00,88,79,75,NNW,15,0,29.73 °in
2-10-2023:13:00,81,79,94,S,15,0,29.76 °in
2-10-2023:14:00,82,82,100,N,5,0,29.70 °in
2-10-2023:15:00,88,82,84,N,6,0,29.67 °in
2-10-2023:16:00,88,81,79,NNW,8,0,29.64 °in
2-10-2023:17:00,86,81,84,NNW,9,0,29.67 °in
2-10-2023:18:00,86,81,84,N,7,0,29.67 °in
2-10-2023:19:00,86,81,84,NNW,7,0,29.70 °in
2-10-2023:20:00,84,81,89,N,5,0,29.73 °in
2-10-2023:21:00,84,81,89,NNE,5,0,29.76 °in
2-10-2023:22:00,84,81,89,N,6,0,29.79 °in
2-10-2023:23:00,84,81,89,NE,3,0,29.79 °in
3-10-2023:00:00,82,81,94,N,3,0,29.79 °in
3-10-2023:01:00,84,81,89,NE,3,0,29.79 °in
3-10-2023:02:00,82,81,94,E,3,0,29.73 °in
3-10-2023:03:00,82,81,94,ENE,5,0,29.70 °in
3-10-2023:04:00,82,79,89,ENE,3,0,29.70 °in
3-10-2023:05:00,81,79,94,CALM,0,0,29.70 °in
3-10-2023:06:00,81,79,94,E,3,0,29.70 °in
3-10-2023:07:00,82,81,94,VAR,2,0,29.73 °in
3-10-2023:08:00,84,81,89,VAR,2,0,29.76 °in
3-10-2023:09:00,86,81,84,VAR,2,0,29.79 °in
3-10-2023:10:00,88,79,75,VAR,2,0,29.79 °in
3-10-2023:11:00,88,79,75,VAR,2,0,29.76 °in
3-10-2023:12:00,90,79,70,VAR,2,0,29.76 °in
3-10-2023:13:00,88,81,79,SW,5,0,29.73 °in
3-10-2023:14:00,88,79,75,VAR,6,0,29.73 °in
3-10-2023:15:00,88,79,75,WSW,8,0,29.70 °in
3-10-2023:16:00,86,79,79,W,9,0,29.70 °in
3-10-2023:17:00,86,79,79,W,7,0,29.70 °in
3-10-2023:18:00,86,79,79,W,6,0,29.70 °in
3-10-2023:19:00,86,79,79,WNW,6,0,29.73 °in
3-10-2023:20:00,86,79,79,W,6,0,29.76 °in
3-10-2023:21:00,84,79,84,W,6,0,29.79 °in
3-10-2023:22:00,84,79,84,W,6,0,29.79 °in
3-10-2023:23:00,84,79,84,WSW,7,0,29.82 °in
4-10-2023:00:00,84,79,84,WSW,7,0,29.79 °in
4-10-2023:01:00,84,79,84,WSW,5,0,29.76 °in
4-10-2023:02:00,82,73,74,WSW,7,0,29.73 °in
4-10-2023:03:00,77,77,100,VAR,12,29,29.76 °in
4-10-2023:04:00,77,75,94,NW,5,0,29.76 °in
4-10-2023:05:00,77,77,100,N,5,0,29.79 °in
4-10-2023:06:00,77,77,100,NNE,5,0,29.79 °in
4-10-2023:07:00,77,77,100,CALM,0,0,29.82 °in
4-10-2023:08:00,79,77,94,VAR,2,0,29.85 °in
4-10-2023:09:00,79,77,94,SE,10,0,29.88 °in
4-10-2023:10:00,79,77,94,ESE,5,0,29.88 °in
4-10-2023:11:00,84,77,79,ESE,3,0,29.85 °in
4-10-2023:12:00,84,77,79,S,10,0,29.82 °in
4-10-2023:13:00,84,77,79,SSW,8,0,29.79 °in
4-10-2023:14:00,84,77,79,SSW,8,0,29.76 °in
4-10-2023:15:00,84,77,79,SSW,8,0,29.76 °in
4-10-2023:16:00,84,77,79,SSW,5,0,29.76 °in
4-10-2023:17:00,84,77,79,SW,3,0,29.76 °in
4-10-2023:18:00,82,77,84,SW,7,0,29.76 °in
4-10-2023:19:00,82,77,84,VAR,6,0,29.79 °in
4-10-2023:20:00,82,75,79,SW,3,0,29.82 °in
4-10-2023:21:00,81,77,89,VAR,1,0,29.85 °in
4-10-2023:22:00,81,75,84,VAR,1,0,29.85 °in
4-10-2023:23:00,81,77,89,ESE,3,0,29.85 °in
5-10-2023:00:00,81,77,89,E,3,0,29.85 °in
5-10-2023:01:00,79,77,94,E,5,0,29.85 °in
5-10-2023:02:00,79,77,94,E,3,0,29.82 °in
5-10-2023:03:00,79,77,94,VAR,1,0,29.82 °in
5-10-2023:04:00,79,77,94,VAR,2,0,29.82 °in
5-10-2023:05:00,81,77,89,VAR,1,0,29.82 °in
5-10-2023:06:00,79,77,94,VAR,2,0,29.82 °in
5-10-2023:07:00,81,79,94,CALM,0,0,29.85 °in
5-10-2023:08:00,81,77,89,ESE,3,0,29.91 °in
5-10-2023:09:00,84,79,84,E,3,0,29.91 °in
5-10-2023:10:00,86,81,84,E,3,0,29.91 °in
5-10-2023:11:00,88,79,75,WSW,5,0,29.91 °in
5-10-2023:12:00,84,75,74,W,8,0,29.88 °in
5-10-2023:13:00,88,79,75,NW,9,0,29.85 °in
5-10-2023:14:00,86,77,74,WNW,9,0,29.82 °in
5-10-2023:15:00,84,77,79,NW,7,0,29.79 °in
5-10-2023:16:00,84,77,79,NNW,6,0,29.79 °in
5-10-2023:17:00,84,79,84,WNW,3,0,29.79 °in
5-10-2023:18:00,82,79,89,NNW,3,0,29.79 °in
5-10-2023:19:00,81,79,94,VAR,2,0,29.79 °in
5-10-2023:20:00,81,79,94,VAR,1,0,29.82 °in
5-10-2023:21:00,79,79,100,VAR,2,0,29.85 °in
5-10-2023:22:00,79,79,100,VAR,2,0,29.85 °in
5-10-2023:23:00,79,79,100,VAR,2,0,29.85 °in
6-10-2023:00:00,79,77,94,VAR,1,0,29.85 °in
6-10-2023:01:00,79,77,94,VAR,1,0,29.85 °in
6-10-2023:02:00,79,77,94,VAR,2,0,29.82 °in
6-10-2023:03:00,79,77,94,E,3,0,29.82 °in
6-10-2023:04:00,79,77,94,VAR,2,0,29.82 °in
6-10-2023:05:00,79,77,94,E,3,0,29.85 °in
6-10-2023:06:00,79,77,94,VAR,2,0,29.85 °in
6-10-2023:07:00,81,79,94,VAR,1,0,29.85 °in
6-10-2023:08:00,86,79,79,VAR,2,0,29.88 °in
6-10-2023:09:00,88,81,79,ENE,3,0,29.88 °in
6-10-2023:10:00,90,79,70,VAR,3,0,29.91 °in
6-10-2023:11:00,90,79,70,NNW,7,0,29.88 °in
6-10-2023:12:00,88,79,75,NW,9,0,29.85 °in
6-10-2023:13:00,82,81,94,NNE,10,0,29.85 °in
6-10-2023:14:00,81,79,94,CALM,0,0,29.82 °in
6-10-2023:15:00,84,79,84,NNW,5,0,29.79 °in
6-10-2023:16:00,86,79,79,NNW,8,0,29.79 °in
6-10-2023:17:00,86,77,74,NNW,9,0,29.79 °in
6-10-2023:18:00,84,79,84,N,10,0,29.79 °in
6-10-2023:19:00,82,79,89,N,6,0,29.82 °in
6-10-2023:20:00,82,79,89,NNE,5,0,29.85 °in
6-10-2023:21:00,82,79,89,NNE,3,0,29.85 °in
6-10-2023:22:00,81,79,94,VAR,2,0,29.85 °in
6-10-2023:23:00,81,79,94,NE,3,0,29.85 °in
7-10-2023:00:00,81,79,94,VAR,1,0,29.85 °in
7-10-2023:01:00,81,79,94,VAR,2,0,29.82 °in
7-10-2023:02:00,81,79,94,VAR,1,0,29.82 °in
7-10-2023:03:00,81,79,94,VAR,2,0,29.79 °in
7-10-2023:04:00,79,79,100,VAR,2,0,29.79 °in
7-10-2023:05:00,79,79,100,VAR,2,0,29.79 °in
7-10-2023:06:00,81,79,94,VAR,2,0,29.82 °in
7-10-2023:07:00,81,79,94,NE,3,0,29.85 °in
7-10-2023:08:00,84,79,84,VAR,2,0,29.88 °in
7-10-2023:09:00,88,81,79,ENE,5,0,29.85 °in
7-10-2023:10:00,90,81,75,N,5,0,29.85 °in
7-10-2023:11:00,90,79,70,NNW,13,0,29.85 °in
7-10-2023:12:00,91,81,71,NNW,15,0,29.82 °in
7-10-2023:13:00,90,81,75,NNW,20,0,29.79 °in
7-10-2023:14:00,90,81,75,N,13,0,29.76 °in
7-10-2023:15:00,90,79,70,NNW,14,0,29.73 °in
7-10-2023:16:00,88,79,75,N,21,0,29.73 °in
7-10-2023:17:00,86,81,84,NNE,8,0,29.73 °in
7-10-2023:18:00,86,79,79,N,7,0,29.73 °in
7-10-2023:19:00,84,79,84,N,7,0,29.76 °in
7-10-2023:20:00,84,79,84,NE,5,0,29.76 °in
7-10-2023:21:00,84,79,84,NNE,3,0,29.79 °in
7-10-2023:22:00,82,79,89,NNE,5,0,29.82 °in
7-10-2023:23:00,82,79,89,N,5,0,29.82 °in
8-10-2023:00:00,82,79,89,N,3,0,29.82 °in
8-10-2023:01:00,82,79,89,N,3,0,29.79 °in
8-10-2023:02:00,82,79,89,CALM,0,0,29.79 °in
8-10-2023:03:00,81,79,94,VAR,2,0,29.76 °in
8-10-2023:04:00,81,79,94,VAR,2,0,29.76 °in
8-10-2023:05:00,81,79,94,E,3,0,29.76 °in
8-10-2023:06:00,81,79,94,NNE,3,0,29.76 °in
8-10-2023:07:00,82,81,94,VAR,2,0,29.79 °in
8-10-2023:08:00,88,81,79,VAR,2,0,29.82 °in
8-10-2023:09:00,88,81,79,SSE,16,0,29.88 °in
8-10-2023:10:00,81,77,89,SW,15,0,29.88 °in
8-10-2023:11:00,81,77,89,SW,14,0,29.88 °in
8-10-2023:12:00,81,73,79,SSW,15,0,29.85 °in
8-10-2023:13:00,82,77,84,SW,9,0,29.85 °in
8-10-2023:14:00,82,77,84,SW,8,0,29.79 °in
8-10-2023:15:00,82,75,79,SW,6,0,29.76 °in
8-10-2023:16:00,82,75,79,SSW,5,0,29.76 °in
8-10-2023:17:00,82,75,79,S,5,0,29.76 °in
8-10-2023:18:00,81,77,89,ESE,3,0,29.76 °in
8-10-2023:19:00,81,77,89,E,5,0,29.79 °in
8-10-2023:20:00,81,77,89,SE,3,0,29.79 °in
8-10-2023:21:00,79,75,89,SE,3,0,29.82 °in
8-10-2023:22:00,81,77,89,VAR,2,0,29.82 °in
8-10-2023:23:00,79,77,94,ESE,3,0,29.85 °in
9-10-2023:00:00,79,77,94,SE,3,0,29.82 °in
9-10-2023:01:00,79,77,94,ESE,3,0,29.82 °in
9-10-2023:02:00,79,77,94,E,3,0,29.79 °in
9-10-2023:03:00,79,77,94,VAR,1,0,29.79 °in
9-10-2023:04:00,79,77,94,VAR,2,0,29.79 °in
9-10-2023:05:00,77,77,100,E,3,0,29.79 °in
9-10-2023:06:00,77,77,100,VAR,2,0,29.82 °in
9-10-2023:07:00,79,77,94,E,3,0,29.82 °in
9-10-2023:08:00,82,79,89,E,3,0,29.85 °in
